question_id,user_id,category,city,question_text,created_at
735,3,Technology,Ahmedabad,What is the best way to learn SQL?,2026-06-11 21:05:00
736,10,Career,Ahmedabad,How can I improve my career skills?,2026-03-02 01:32:00
737,29,General,Hyderabad,How can I improve my programming skills?,2026-03-28 08:57:00
738,2,General,Ahmedabad,What is data engineering?,2026-01-21 14:37:00
739,27,Career,Bangalore,What is the best way to learn SQL?,2026-03-26 22:44:00
740,14,Business,Jaipur,How can I learn Python?,2026-03-05 19:58:00
741,5,Career,Delhi,How can I start learning machine learning?,2026-06-08 00:00:00
742,27,Education,Pune,What is data engineering?,2026-05-19 07:14:00
743,9,Programming,Pune,What is data engineering?,2026-02-04 23:40:00
744,9,Business,Ahmedabad,How can I learn Python?,2026-02-06 09:37:00
745,3,Education,Jaipur,How can I prepare for a technical interview?,2026-04-12 22:36:00
746,19,General,Mumbai,How can I start learning machine learning?,2026-03-16 08:06:00
747,29,Education,Pune,What are good resources for learning technology?,2026-06-12 11:07:00
748,3,Business,Pune,What are good resources for learning technology?,2026-01-05 08:06:00
749,13,Career,Mumbai,How can I start learning machine learning?,2026-05-30 00:13:00
750,29,Health,Jaipur,How can I start learning machine learning?,2026-02-13 18:27:00
751,11,Career,Bangalore,What is the difference between SQL and NoSQL?,2026-01-30 07:16:00
752,16,Health,Pune,What is the best way to learn SQL?,2026-03-04 18:48:00
753,26,Education,Hyderabad,What are good resources for learning technology?,2026-04-10 23:41:00
754,14,Programming,Pune,How can I learn data analytics?,2026-02-17 07:32:00
755,21,General,Delhi,How can I improve my programming skills?,2026-04-21 17:21:00
756,8,Programming,Ahmedabad,What are good resources for learning technology?,2026-06-24 19:44:00
757,3,Education,Chennai,What are good resources for learning technology?,2026-03-09 22:57:00
758,25,Health,Jaipur,How can I improve my career skills?,2026-03-27 17:18:00
759,18,Business,Jaipur,How can I improve my programming skills?,2026-03-15 15:47:00
760,12,Career,Chennai,How can I improve my career skills?,2026-06-25 04:59:00
761,3,Programming,Chennai,How can I prepare for a technical interview?,2026-01-23 04:39:00
762,19,Programming,Hyderabad,How can I learn data analytics?,2026-04-08 02:48:00
763,28,Career,Pune,How can I start learning machine learning?,2026-02-17 05:42:00
764,20,Business,Mumbai,How can I prepare for a technical interview?,2026-04-22 17:06:00
765,11,Technology,Mumbai,How can I improve my career skills?,2026-03-09 13:29:00
766,3,Health,Ahmedabad,How can I start learning machine learning?,2026-04-04 07:16:00
767,20,Career,Bangalore,How can I learn data analytics?,2026-06-17 08:12:00
768,21,Career,Mumbai,What are good resources for learning technology?,2026-01-13 11:06:00
769,16,Career,Chennai,What is the difference between SQL and NoSQL?,2026-04-25 04:02:00
770,10,Education,Jaipur,What is the best way to learn SQL?,2026-01-01 12:51:00
771,27,Career,Jaipur,What is data engineering?,2026-02-24 02:11:00
772,10,Programming,Jaipur,How can I prepare for a technical interview?,2026-01-16 06:34:00
773,8,Education,Ahmedabad,What is the best way to learn SQL?,2026-01-24 11:45:00
774,27,General,Hyderabad,How can I learn data analytics?,2026-06-24 05:22:00
775,8,Business,Ahmedabad,What is the best way to learn SQL?,2026-01-17 09:51:00
776,23,Technology,Delhi,How can I learn data analytics?,2026-02-03 05:22:00
777,7,Health,Pune,How can I learn data analytics?,2026-01-19 12:32:00
778,26,Programming,Mumbai,How can I improve my programming skills?,2026-03-23 18:26:00
779,25,Business,Jaipur,How can I prepare for a technical interview?,2026-04-14 19:39:00
780,27,General,Ahmedabad,How can I learn Python?,2026-01-06 02:01:00
781,26,Career,Delhi,What is data engineering?,2026-04-11 19:12:00
782,30,General,Jaipur,What are good resources for learning technology?,2026-06-12 10:08:00
783,14,Career,Chennai,What are good resources for learning technology?,2026-02-01 18:00:00
784,1,Career,Pune,How can I prepare for a technical interview?,2026-04-17 08:33:00
785,7,Business,Ahmedabad,How can I improve my career skills?,2026-04-09 00:03:00
786,1,Technology,Bangalore,What is data engineering?,2026-04-13 16:01:00
787,15,Career,Mumbai,How can I learn Python?,2026-05-01 01:54:00
788,30,Career,Ahmedabad,What is the difference between SQL and NoSQL?,2026-01-06 18:13:00
789,28,General,Hyderabad,What is the difference between SQL and NoSQL?,2026-01-02 05:18:00
790,24,General,Ahmedabad,How can I prepare for a technical interview?,2026-02-13 14:38:00
791,2,Health,Delhi,How can I improve my programming skills?,2026-01-23 09:16:00
792,16,Business,Chennai,What is data engineering?,2026-01-08 03:17:00
793,10,Programming,Mumbai,What is the best way to learn SQL?,2026-05-26 18:07:00
794,3,Business,Delhi,What is the difference between SQL and NoSQL?,2026-05-02 12:10:00
795,30,Business,Jaipur,How can I learn Python?,2026-01-18 10:15:00
796,29,Career,Jaipur,What is the best way to learn SQL?,2026-06-25 00:27:00
797,5,Education,Ahmedabad,How can I start learning machine learning?,2026-05-11 05:41:00
798,17,Health,Jaipur,What is the difference between SQL and NoSQL?,2026-05-05 22:21:00
799,27,Programming,Delhi,How can I prepare for a technical interview?,2026-06-07 09:12:00
800,11,General,Chennai,How can I start learning machine learning?,2026-03-12 21:40:00
801,14,Technology,Delhi,How can I start learning machine learning?,2026-02-13 16:58:00
802,29,Career,Delhi,How can I start learning machine learning?,2026-04-14 13:50:00
803,8,Education,Jaipur,How can I improve my programming skills?,2026-03-31 18:11:00
804,9,Programming,Pune,What is the best way to learn SQL?,2026-03-22 11:44:00
805,30,Career,Hyderabad,How can I improve my programming skills?,2026-02-05 18:51:00
806,26,Career,Hyderabad,How can I start learning machine learning?,2026-06-22 15:03:00
807,17,Programming,Bangalore,How can I learn Python?,2026-01-04 11:16:00
808,23,Technology,Ahmedabad,How can I start learning machine learning?,2026-01-19 03:40:00
809,13,Education,Chennai,What is the difference between SQL and NoSQL?,2026-02-28 19:42:00
810,11,Business,Delhi,What is the best way to learn SQL?,2026-04-01 23:10:00
811,14,Technology,Jaipur,How can I learn data analytics?,2026-03-29 19:21:00
812,18,Education,Ahmedabad,How can I start learning machine learning?,2026-04-27 12:34:00
813,10,Business,Ahmedabad,What is the best way to learn SQL?,2026-06-29 08:18:00
814,23,Education,Mumbai,How can I start learning machine learning?,2026-06-23 20:54:00
815,18,Business,Jaipur,How can I start learning machine learning?,2026-02-10 06:56:00
816,26,Technology,Bangalore,What is the difference between SQL and NoSQL?,2026-02-02 19:55:00
817,29,Education,Chennai,How can I learn Python?,2026-05-20 07:39:00
818,22,Health,Jaipur,How can I start learning machine learning?,2026-05-11 06:13:00
819,16,Programming,Jaipur,What are good resources for learning technology?,2026-05-19 06:36:00
820,16,Career,Delhi,How can I prepare for a technical interview?,2026-05-21 06:37:00
821,29,Education,Bangalore,How can I learn Python?,2026-01-11 00:34:00
822,29,Technology,Pune,What is the best way to learn SQL?,2026-05-15 01:56:00
823,19,Programming,Bangalore,How can I improve my programming skills?,2026-03-14 05:15:00
824,10,Education,Pune,How can I learn Python?,2026-05-09 06:55:00
825,14,Business,Delhi,What are good resources for learning technology?,2026-02-10 18:32:00
826,20,Health,Jaipur,How can I learn Python?,2026-06-08 22:35:00
827,8,Education,Hyderabad,How can I learn data analytics?,2026-01-12 23:50:00
828,16,Programming,Delhi,What is the best way to learn SQL?,2026-02-13 17:08:00
829,11,Business,Chennai,How can I learn data analytics?,2026-06-14 07:24:00
830,13,Business,Hyderabad,How can I prepare for a technical interview?,2026-06-25 15:34:00
831,14,Business,Mumbai,How can I start learning machine learning?,2026-01-06 12:04:00
832,16,Career,Pune,What is data engineering?,2026-03-25 16:24:00
833,24,Education,Jaipur,How can I prepare for a technical interview?,2026-03-14 12:55:00
834,4,General,Hyderabad,How can I start learning machine learning?,2026-03-22 06:58:00
835,9,Technology,Chennai,How can I improve my programming skills?,2026-06-19 00:42:00
836,9,Technology,Hyderabad,What is data engineering?,2026-02-13 22:08:00
837,3,Programming,Chennai,How can I improve my career skills?,2026-05-26 07:06:00
838,8,Business,Ahmedabad,How can I improve my programming skills?,2026-02-21 08:42:00
839,26,Business,Chennai,What is the difference between SQL and NoSQL?,2026-03-02 04:01:00
840,29,Business,Ahmedabad,What is the difference between SQL and NoSQL?,2026-01-11 16:59:00
841,15,Career,Mumbai,How can I learn data analytics?,2026-01-27 10:53:00
842,1,Career,Pune,How can I learn data analytics?,2026-06-28 09:16:00
843,17,Technology,Mumbai,How can I prepare for a technical interview?,2026-04-06 07:34:00
844,18,General,Jaipur,What is the difference between SQL and NoSQL?,2026-04-22 08:03:00
845,11,Business,Hyderabad,What is data engineering?,2026-05-01 04:28:00
846,1,Career,Jaipur,How can I improve my career skills?,2026-02-07 12:58:00
847,27,Technology,Bangalore,How can I improve my programming skills?,2026-05-04 19:05:00
848,10,Business,Mumbai,How can I improve my programming skills?,2026-06-02 01:06:00
849,14,Education,Jaipur,How can I learn Python?,2026-05-27 10:07:00
850,19,Technology,Bangalore,What is data engineering?,2026-04-04 11:33:00
851,20,Technology,Hyderabad,How can I improve my career skills?,2026-04-04 05:45:00
852,13,Technology,Hyderabad,What is the best way to learn SQL?,2026-06-02 09:50:00
853,13,Career,Delhi,How can I start learning machine learning?,2026-05-24 09:41:00
854,23,General,Mumbai,How can I start learning machine learning?,2026-03-16 19:39:00
855,16,Programming,Chennai,What is the difference between SQL and NoSQL?,2026-03-25 20:37:00
856,29,Programming,Pune,What is the best way to learn SQL?,2026-04-29 22:57:00
857,24,Education,Chennai,What is data engineering?,2026-01-15 22:52:00
858,25,Programming,Chennai,How can I improve my career skills?,2026-04-11 03:16:00
859,28,Programming,Bangalore,How can I prepare for a technical interview?,2026-06-22 03:42:00
860,27,Education,Pune,How can I improve my career skills?,2026-03-14 14:16:00
861,28,Career,Chennai,How can I improve my career skills?,2026-01-19 14:30:00
862,2,Education,Ahmedabad,What is the difference between SQL and NoSQL?,2026-02-25 10:18:00
863,22,Technology,Jaipur,How can I improve my career skills?,2026-03-31 14:34:00
864,30,Career,Chennai,How can I improve my programming skills?,2026-03-28 12:21:00
865,17,Technology,Hyderabad,How can I start learning machine learning?,2026-04-12 23:45:00
866,30,Business,Delhi,How can I prepare for a technical interview?,2026-03-13 14:57:00
867,9,Programming,Mumbai,How can I improve my career skills?,2026-04-22 05:46:00
868,4,Career,Ahmedabad,How can I start learning machine learning?,2026-03-17 14:35:00
869,3,Health,Bangalore,What is the best way to learn SQL?,2026-05-30 13:02:00
870,11,Programming,Chennai,How can I improve my programming skills?,2026-03-26 01:45:00
871,26,Programming,Chennai,How can I learn data analytics?,2026-05-21 20:51:00
872,11,General,Pune,How can I improve my career skills?,2026-06-03 23:32:00
873,5,Education,Chennai,What is the difference between SQL and NoSQL?,2026-03-01 05:06:00
874,7,Health,Mumbai,How can I prepare for a technical interview?,2026-05-14 15:04:00
875,21,Business,Ahmedabad,How can I prepare for a technical interview?,2026-01-04 03:45:00
876,5,Education,Mumbai,How can I learn Python?,2026-01-25 17:36:00
877,9,Business,Bangalore,How can I improve my career skills?,2026-02-05 19:06:00
878,1,Programming,Mumbai,What is the difference between SQL and NoSQL?,2026-05-30 01:19:00
879,29,Programming,Delhi,How can I start learning machine learning?,2026-02-17 07:45:00
880,29,Programming,Delhi,What are good resources for learning technology?,2026-02-27 20:55:00
881,4,Programming,Pune,What is the difference between SQL and NoSQL?,2026-01-18 08:00:00
882,3,General,Jaipur,How can I learn data analytics?,2026-06-29 11:36:00
883,3,Education,Delhi,How can I improve my programming skills?,2026-01-19 16:48:00
884,23,Career,Delhi,What is the best way to learn SQL?,2026-04-26 22:52:00
885,19,Education,Mumbai,What is the best way to learn SQL?,2026-03-18 20:58:00
886,25,Health,Jaipur,What is the best way to learn SQL?,2026-05-23 23:56:00
887,11,Health,Delhi,What are good resources for learning technology?,2026-06-11 01:53:00
888,28,Technology,Chennai,How can I improve my career skills?,2026-05-02 00:59:00
889,8,Business,Chennai,What is data engineering?,2026-02-13 22:41:00
890,19,Programming,Bangalore,How can I prepare for a technical interview?,2026-04-15 05:01:00
891,25,Programming,Pune,How can I start learning machine learning?,2026-04-05 13:22:00
892,17,Education,Jaipur,How can I improve my career skills?,2026-06-17 02:59:00
893,8,Health,Ahmedabad,How can I learn Python?,2026-04-16 17:25:00
894,6,Career,Jaipur,What is data engineering?,2026-05-27 20:17:00
895,8,General,Mumbai,How can I improve my career skills?,2026-05-15 03:09:00
896,1,Education,Hyderabad,What is the difference between SQL and NoSQL?,2026-01-10 20:51:00
897,19,Business,Delhi,What are good resources for learning technology?,2026-01-17 19:01:00
898,18,Business,Hyderabad,How can I prepare for a technical interview?,2026-04-22 21:02:00
899,19,Business,Bangalore,What are good resources for learning technology?,2026-03-20 07:36:00
900,11,Health,Delhi,What are good resources for learning technology?,2026-05-30 16:51:00
901,2,Health,Bangalore,How can I improve my programming skills?,2026-05-15 23:08:00
902,3,Technology,Ahmedabad,What is the best way to learn SQL?,2026-06-26 20:02:00
903,3,Career,Hyderabad,What are good resources for learning technology?,2026-01-24 06:55:00
904,4,Business,Bangalore,What are good resources for learning technology?,2026-03-22 07:30:00
905,4,Business,Hyderabad,How can I prepare for a technical interview?,2026-06-13 22:07:00
906,6,Education,Bangalore,What is the difference between SQL and NoSQL?,2026-03-29 15:49:00
907,5,Programming,Chennai,How can I prepare for a technical interview?,2026-06-02 07:56:00
908,24,Career,Pune,What is the best way to learn SQL?,2026-04-08 15:31:00
909,4,General,Ahmedabad,What is the difference between SQL and NoSQL?,2026-05-26 01:18:00
910,12,Education,Ahmedabad,How can I learn data analytics?,2026-04-11 05:54:00
911,11,Education,Pune,How can I improve my programming skills?,2026-06-15 18:05:00
912,20,General,Ahmedabad,How can I start learning machine learning?,2026-02-10 07:12:00
913,12,Career,Mumbai,How can I start learning machine learning?,2026-06-19 15:59:00
914,8,Career,Delhi,How can I learn data analytics?,2026-03-21 03:07:00
915,25,General,Bangalore,What are good resources for learning technology?,2026-01-07 04:20:00
916,30,Programming,Delhi,How can I improve my career skills?,2026-03-22 14:56:00
917,23,Health,Delhi,How can I start learning machine learning?,2026-05-18 19:06:00
918,14,Programming,Delhi,How can I start learning machine learning?,2026-01-24 10:07:00
919,4,Technology,Delhi,How can I start learning machine learning?,2026-02-05 16:12:00
920,16,Business,Bangalore,What is the difference between SQL and NoSQL?,2026-06-01 05:07:00
921,1,General,Ahmedabad,What is the best way to learn SQL?,2026-01-15 15:35:00
922,25,Career,Bangalore,What is the best way to learn SQL?,2026-05-11 20:31:00
923,10,Career,Chennai,How can I improve my programming skills?,2026-06-09 12:28:00
924,18,Education,Ahmedabad,How can I prepare for a technical interview?,2026-01-03 02:16:00
925,23,Business,Chennai,How can I prepare for a technical interview?,2026-05-21 18:11:00
926,19,General,Bangalore,What is the best way to learn SQL?,2026-04-29 19:10:00
927,13,Programming,Pune,How can I prepare for a technical interview?,2026-01-11 10:29:00
928,8,Business,Mumbai,How can I prepare for a technical interview?,2026-02-14 01:10:00
929,18,Career,Jaipur,What is the difference between SQL and NoSQL?,2026-02-27 21:50:00
930,19,General,Mumbai,What is the difference between SQL and NoSQL?,2026-04-16 19:12:00
931,16,Health,Bangalore,How can I start learning machine learning?,2026-06-17 15:57:00
932,30,Health,Hyderabad,What is the best way to learn SQL?,2026-01-15 19:38:00
933,6,Career,Chennai,How can I start learning machine learning?,2026-05-04 23:28:00
934,7,Health,Pune,How can I learn data analytics?,2026-05-22 13:38:00
935,18,Health,Delhi,How can I start learning machine learning?,2026-04-11 03:58:00
936,24,Career,Hyderabad,How can I start learning machine learning?,2026-04-04 03:41:00
937,19,Technology,Mumbai,How can I start learning machine learning?,2026-04-29 00:39:00
938,19,Education,Pune,How can I start learning machine learning?,2026-06-16 12:10:00
939,18,Business,Jaipur,What are good resources for learning technology?,2026-05-14 06:57:00
940,10,Programming,Mumbai,What is the best way to learn SQL?,2026-05-09 21:30:00
941,2,Programming,Ahmedabad,What are good resources for learning technology?,2026-03-01 17:26:00
942,29,Programming,Chennai,What is the difference between SQL and NoSQL?,2026-05-16 09:08:00
943,28,Career,Chennai,What is the difference between SQL and NoSQL?,2026-01-02 06:11:00
944,16,General,Bangalore,What is data engineering?,2026-02-14 06:56:00
945,27,Business,Chennai,What is the best way to learn SQL?,2026-04-06 17:01:00
946,24,Education,Ahmedabad,How can I improve my career skills?,2026-02-11 21:43:00
947,21,Programming,Jaipur,What is the best way to learn SQL?,2026-03-01 04:54:00
948,22,Health,Ahmedabad,How can I start learning machine learning?,2026-01-10 16:37:00
949,6,General,Delhi,What are good resources for learning technology?,2026-04-30 06:19:00
950,25,Career,Mumbai,How can I improve my career skills?,2026-01-09 15:08:00
951,5,Education,Pune,How can I learn data analytics?,2026-02-24 11:30:00
952,24,Business,Delhi,What is data engineering?,2026-04-21 16:52:00
953,4,Business,Hyderabad,What are good resources for learning technology?,2026-04-23 00:58:00
954,26,General,Ahmedabad,What are good resources for learning technology?,2026-04-12 20:37:00
955,3,Programming,Hyderabad,How can I learn Python?,2026-04-17 01:57:00
956,16,Programming,Jaipur,How can I learn Python?,2026-03-15 13:06:00
957,4,Career,Bangalore,What is the difference between SQL and NoSQL?,2026-05-20 22:16:00
958,23,General,Chennai,How can I prepare for a technical interview?,2026-05-28 11:45:00
959,4,Health,Mumbai,How can I start learning machine learning?,2026-01-28 09:04:00
960,10,Business,Hyderabad,What are good resources for learning technology?,2026-01-02 19:11:00
961,2,Career,Chennai,What are good resources for learning technology?,2026-02-23 06:38:00
962,29,Business,Jaipur,How can I start learning machine learning?,2026-05-22 02:29:00
963,19,Career,Jaipur,How can I learn data analytics?,2026-03-23 11:28:00
964,28,Career,Jaipur,What are good resources for learning technology?,2026-05-07 09:53:00
965,5,Education,Mumbai,How can I improve my programming skills?,2026-06-19 02:02:00
966,13,Education,Delhi,How can I learn Python?,2026-05-11 14:00:00
967,4,Technology,Hyderabad,How can I improve my programming skills?,2026-04-11 12:24:00
968,29,Education,Hyderabad,How can I improve my career skills?,2026-06-14 18:15:00
969,2,General,Hyderabad,How can I learn data analytics?,2026-02-26 16:41:00
970,12,Career,Delhi,How can I start learning machine learning?,2026-05-28 14:29:00
971,21,General,Delhi,What is data engineering?,2026-02-25 02:35:00
972,4,Business,Ahmedabad,What is the difference between SQL and NoSQL?,2026-01-30 11:22:00
973,19,Technology,Mumbai,How can I learn data analytics?,2026-04-21 20:35:00
974,21,Technology,Chennai,What is data engineering?,2026-03-27 05:34:00
975,1,Business,Hyderabad,How can I prepare for a technical interview?,2026-05-25 04:01:00
976,26,Programming,Chennai,How can I prepare for a technical interview?,2026-02-26 14:57:00
977,23,General,Delhi,What is data engineering?,2026-05-30 23:00:00
978,27,Business,Hyderabad,What is the best way to learn SQL?,2026-05-07 19:28:00
979,21,Business,Ahmedabad,How can I start learning machine learning?,2026-02-22 06:04:00
980,11,Business,Bangalore,How can I prepare for a technical interview?,2026-02-12 09:26:00
981,5,General,Chennai,How can I learn Python?,2026-06-29 02:07:00
982,28,Business,Mumbai,How can I prepare for a technical interview?,2026-05-19 00:53:00
983,24,Business,Bangalore,How can I improve my career skills?,2026-01-14 05:43:00
984,25,Business,Pune,What are good resources for learning technology?,2026-04-27 14:46:00
985,20,General,Delhi,What is data engineering?,2026-05-28 05:46:00
986,5,Technology,Pune,How can I learn data analytics?,2026-01-28 19:55:00
987,3,Career,Ahmedabad,What are good resources for learning technology?,2026-06-09 20:37:00
988,19,Career,Bangalore,How can I learn Python?,2026-02-14 15:11:00
989,14,Career,Ahmedabad,How can I start learning machine learning?,2026-06-01 04:40:00
990,20,Education,Chennai,What is the difference between SQL and NoSQL?,2026-02-05 17:37:00
991,13,Programming,Hyderabad,How can I improve my career skills?,2026-06-08 00:05:00
992,27,Career,Bangalore,How can I prepare for a technical interview?,2026-06-18 20:17:00
993,8,Technology,Hyderabad,How can I improve my programming skills?,2026-01-31 14:27:00
994,20,General,Mumbai,How can I learn Python?,2026-03-24 18:14:00
995,17,Business,Bangalore,How can I learn data analytics?,2026-01-18 17:52:00
996,27,Education,Jaipur,What is the best way to learn SQL?,2026-01-07 04:29:00
997,20,Health,Pune,How can I start learning machine learning?,2026-02-20 18:48:00
998,3,General,Ahmedabad,How can I prepare for a technical interview?,2026-04-21 08:03:00
999,14,Career,Jaipur,How can I improve my programming skills?,2026-04-08 11:19:00
1000,1,Career,Hyderabad,How can I learn data analytics?,2026-05-06 12:43:00
